planner,problem,generator,node_cost,failure,error,result,source_result
f3_hdiff,transport01,bfs,2,0,0,29,19
f3_hi,transport01,bfs,1,1,0,6,11
f3_hi,transport01,bfs,1,1,0,8,11
f3_hi,transport01,bfs,1,0,0,12,11
f3_hi,transport01,bfs,1,1,0,5,11
f3_hi,transport01,bfs,1,0,0,14,11
f3_hi,transport01,bfs,2,0,0,11,11
f3_hi,transport01,bfs,2,0,0,19,11
f3_hi,transport01,bfs,2,1,0,8,11
f3_hi,transport01,bfs,2,1,0,7,11
f3_hi,transport01,bfs,2,1,0,7,11
f3_hlength,transport01,bfs,1,1,0,13,15
f3_hlength,transport01,bfs,1,0,0,18,15
f3_hlength,transport01,bfs,1,0,0,20,15
f3_hlength,transport01,bfs,1,0,0,20,15
f3_hlength,transport01,bfs,1,1,0,7,15
f3_hlength,transport01,bfs,2,0,0,14,15
f3_hlength,transport01,bfs,2,0,0,29,15
f3_hlength,transport01,bfs,2,0,0,17,15
f3_hlength,transport01,bfs,2,0,0,19,15
f3_hlength,transport01,bfs,2,1,0,11,15
f3_hmax,transport01,bfs,1,0,0,32,33
f3_hmax,transport01,bfs,1,1,0,30,33
f3_hmax,transport01,bfs,1,1,0,26,33
f3_hmax,transport01,bfs,1,1,0,20,33
f3_hmax,transport01,bfs,1,1,0,20,33
f3_hmax,transport01,bfs,2,0,0,40,33
f3_hmax,transport01,bfs,2,1,0,25,33
f3_hmax,transport01,bfs,2,1,0,20,33
f3_hmax,transport01,bfs,2,0,0,31,33
f3_hmax,transport01,bfs,2,0,0,31,33
f3_hnba,transport01,bfs,1,1,0,13,15
f3_hnba,transport01,bfs,1,0,0,18,15
f3_hnba,transport01,bfs,1,0,0,20,15
f3_hnba,transport01,bfs,1,0,0,20,15
f3_hnba,transport01,bfs,1,1,0,7,15
f3_hnba,transport01,bfs,2,0,0,14,15
f3_hnba,transport01,bfs,2,0,0,29,15
f3_hnba,transport01,bfs,2,0,0,17,15
f3_hnba,transport01,bfs,2,0,0,19,15
f3_hnba,transport01,bfs,2,1,0,11,15
f6_hg,transport01,bfs,1,1,0,12,19
f6_hg,transport01,bfs,1,0,0,18,19
f6_hg,transport01,bfs,1,0,0,18,19
f6_hg,transport01,bfs,1,1,0,8,19
f6_hg,transport01,bfs,1,1,0,8,19
f6_hg,transport01,bfs,2,0,0,19,19
f6_hg,transport01,bfs,2,1,0,15,19
f6_hg,transport01,bfs,2,1,0,15,19
f6_hg,transport01,bfs,2,1,0,9,19
f6_hg,transport01,bfs,2,1,0,9,19
f6_hi,transport01,bfs,1,1,0,23,79
f6_hi,transport01,bfs,1,1,0,26,79
f6_hi,transport01,bfs,1,1,0,76,79
f6_hi,transport01,bfs,1,1,0,45,79
f6_hi,transport01,bfs,1,1,0,45,79
f6_hi,transport01,bfs,2,1,0,56,79
f6_hi,transport01,bfs,2,1,0,56,79
f6_hi,transport01,bfs,2,1,0,75,79
f6_hi,transport01,bfs,2,1,0,13,79
f6_hi,transport01,bfs,2,1,0,13,79
f6_hlength,transport01,bfs,1,0,0,57,19
f6_hlength,transport01,bfs,1,0,0,59,19
f6_hlength,transport01,bfs,1,0,0,59,19
f6_hlength,transport01,bfs,1,0,0,25,19
f6_hlength,transport01,bfs,1,0,0,25,19
f6_hlength,transport01,bfs,2,0,0,19,19
f6_hlength,transport01,bfs,2,0,0,57,19
f6_hlength,transport01,bfs,2,0,0,57,19
f6_hlength,transport01,bfs,2,1,0,11,19
f6_hlength,transport01,bfs,2,1,0,11,19
f6_hnba,transport01,bfs,1,0,0,57,19
f6_hnba,transport01,bfs,1,0,0,59,19
f6_hnba,transport01,bfs,1,0,0,59,19
f6_hnba,transport01,bfs,1,0,0,25,19
f6_hnba,transport01,bfs,1,0,0,25,19
f6_hnba,transport01,bfs,2,0,0,19,19
f6_hnba,transport01,bfs,2,0,0,57,19
f6_hnba,transport01,bfs,2,0,0,57,19
f6_hnba,transport01,bfs,2,1,0,11,19
f6_hnba,transport01,bfs,2,1,0,11,19
f5_hi,travel02,bfs,1,0,0,5,5
f5_hi,travel02,bfs,1,0,0,5,5
f5_hi,travel02,bfs,1,1,0,3,5
f5_hi,travel02,bfs,2,0,0,4,5
f5_hi,travel02,bfs,2,0,0,6,5
f5_hi,travel02,bfs,2,0,0,4,5
f5_hi,travel02,bfs,2,0,0,4,5
f5_hi,travel02,bfs,2,1,0,2,5
f5_hi,travel02,bfs,2,0,0,3,5
f5_hi,travel02,bfs,2,0,0,5,5
f5_hlength,travel02,bfs,1,0,0,5,4
f5_hlength,travel02,bfs,1,0,0,5,4
f5_hlength,travel02,bfs,1,0,0,3,4
f5_hlength,travel02,bfs,2,0,0,4,4
f5_hlength,travel02,bfs,2,0,0,6,4
f5_hlength,travel02,bfs,2,0,0,4,4
f5_hlength,travel02,bfs,2,0,0,4,4
f5_hlength,travel02,bfs,2,0,0,2,4
f5_hlength,travel02,bfs,2,0,0,3,4
f5_hlength,travel02,bfs,2,0,0,4,4
f5_hnba,travel02,bfs,1,1,0,5,8
f5_hnba,travel02,bfs,1,1,0,5,8
f5_hnba,travel02,bfs,1,1,0,5,8
f5_hnba,travel02,bfs,2,1,0,4,8
f5_hnba,travel02,bfs,2,0,0,6,8
f5_hnba,travel02,bfs,2,1,0,4,8
f5_hnba,travel02,bfs,2,0,0,6,8
f5_hnba,travel02,bfs,2,1,0,2,8
f5_hnba,travel02,bfs,2,1,0,3,8
f5_hnba,travel02,bfs,2,1,0,4,8
f2_hdiff,travel02,bfs,1,0,0,7,6
f2_hdiff,travel02,bfs,1,0,0,5,6
f2_hdiff,travel02,bfs,1,0,0,8,6
f2_hdiff,travel02,bfs,2,0,0,4,6
f2_hdiff,travel02,bfs,2,0,0,6,6
f2_hdiff,travel02,bfs,2,0,0,4,6
f2_hdiff,travel02,bfs,2,0,0,4,6
f2_hdiff,travel02,bfs,2,1,0,2,6
f2_hdiff,travel02,bfs,2,0,0,4,6
f2_hdiff,travel02,bfs,2,0,0,4,6
f2_hlength,travel02,bfs,1,0,0,5,4
f2_hlength,travel02,bfs,1,0,0,5,4
f2_hlength,travel02,bfs,1,0,0,3,4
f2_hlength,travel02,bfs,2,0,0,4,4
f2_hlength,travel02,bfs,2,0,0,6,4
f2_hlength,travel02,bfs,2,0,0,4,4
f2_hlength,travel02,bfs,2,0,0,4,4
f2_hlength,travel02,bfs,2,0,0,2,4
f2_hlength,travel02,bfs,2,0,0,4,4
f2_hlength,travel02,bfs,2,0,0,4,4
f2_hnba,travel02,bfs,1,0,0,5,6
f2_hnba,travel02,bfs,1,0,0,5,6
f2_hnba,travel02,bfs,1,0,0,8,6
f2_hnba,travel02,bfs,2,0,0,4,6
f2_hnba,travel02,bfs,2,0,0,6,6
f2_hnba,travel02,bfs,2,0,0,4,6
f2_hnba,travel02,bfs,2,0,0,4,6
f2_hnba,travel02,bfs,2,1,0,2,6
f2_hnba,travel02,bfs,2,0,0,4,6
f2_hnba,travel02,bfs,2,0,0,4,6
f4_hg,travel02,bfs,1,1,0,5,10
f4_hg,travel02,bfs,1,1,0,5,10
f4_hg,travel02,bfs,1,0,0,9,10
f4_hg,travel02,bfs,2,0,0,10,10
f4_hg,travel02,bfs,2,1,0,6,10
f4_hg,travel02,bfs,2,1,0,4,10
f4_hg,travel02,bfs,2,0,0,8,10
f4_hg,travel02,bfs,2,1,0,2,10
f4_hg,travel02,bfs,2,0,0,8,10
f4_hg,travel02,bfs,2,1,0,6,10
f4_hdiff,travel02,bfs,1,1,0,5,10
f4_hdiff,travel02,bfs,1,1,0,5,10
f4_hdiff,travel02,bfs,1,0,0,9,10
f4_hdiff,travel02,bfs,2,1,0,4,10
f4_hdiff,travel02,bfs,2,1,0,6,10
f4_hdiff,travel02,bfs,2,1,0,4,10
f4_hdiff,travel02,bfs,2,0,0,8,10
f4_hdiff,travel02,bfs,2,1,0,2,10
f4_hdiff,travel02,bfs,2,0,0,8,10
f4_hdiff,travel02,bfs,2,1,0,4,10
f4_hi,travel02,bfs,1,0,0,11,10
f4_hi,travel02,bfs,1,1,0,5,10
f4_hi,travel02,bfs,1,0,0,13,10
f4_hi,travel02,bfs,2,0,0,10,10
f4_hi,travel02,bfs,2,1,0,6,10
f4_hi,travel02,bfs,2,1,0,4,10
f4_hi,travel02,bfs,2,0,0,8,10
f4_hi,travel02,bfs,2,0,0,8,10
f4_hi,travel02,bfs,2,0,0,10,10
f4_hi,travel02,bfs,2,0,0,8,10
f4_hlength,travel02,bfs,1,0,0,11,12
f4_hlength,travel02,bfs,1,1,0,5,12
f4_hlength,travel02,bfs,1,1,0,9,12
f4_hlength,travel02,bfs,2,0,0,10,12
f4_hlength,travel02,bfs,2,1,0,6,12
f4_hlength,travel02,bfs,2,1,0,4,12
f4_hlength,travel02,bfs,2,1,0,8,12
f4_hlength,travel02,bfs,2,1,0,2,12
f4_hlength,travel02,bfs,2,1,0,8,12
f4_hlength,travel02,bfs,2,1,0,6,12
f4_hmax,travel02,bfs,1,0,0,7,8
f4_hmax,travel02,bfs,1,1,0,5,8
f4_hmax,travel02,bfs,1,1,0,3,8
f4_hmax,travel02,bfs,2,1,0,4,8
f4_hmax,travel02,bfs,2,0,0,6,8
f4_hmax,travel02,bfs,2,1,0,4,8
f4_hmax,travel02,bfs,2,1,0,4,8
f4_hmax,travel02,bfs,2,1,0,2,8
f4_hmax,travel02,bfs,2,1,0,3,8
f4_hmax,travel02,bfs,2,1,0,4,8
f4_hnba,travel02,bfs,1,0,0,5,6
f4_hnba,travel02,bfs,1,0,0,5,6
f4_hnba,travel02,bfs,1,0,0,9,6
f4_hnba,travel02,bfs,2,0,0,4,6
f4_hnba,travel02,bfs,2,0,0,6,6
f4_hnba,travel02,bfs,2,0,0,4,6
f4_hnba,travel02,bfs,2,0,0,8,6
f4_hnba,travel02,bfs,2,1,0,2,6
f4_hnba,travel02,bfs,2,0,0,8,6
f4_hnba,travel02,bfs,2,0,0,4,6
f3_hg,travel02,bfs,1,0,0,9,10
f3_hg,travel02,bfs,1,1,0,5,10
f3_hg,travel02,bfs,1,0,0,10,10
f3_hg,travel02,bfs,2,1,0,6,10
f3_hg,travel02,bfs,2,0,0,8,10
f3_hg,travel02,bfs,2,1,0,4,10
f3_hg,travel02,bfs,2,0,0,10,10
f3_hg,travel02,bfs,2,0,0,8,10
f3_hg,travel02,bfs,2,0,0,9,10
f3_hg,travel02,bfs,2,1,0,5,10
f3_hdiff,travel02,bfs,1,0,0,5,6
f3_hdiff,travel02,bfs,1,0,0,5,6
f3_hdiff,travel02,bfs,1,0,0,8,6
f3_hdiff,travel02,bfs,2,0,0,4,6
f3_hdiff,travel02,bfs,2,0,0,6,6
f3_hdiff,travel02,bfs,2,0,0,4,6
f3_hdiff,travel02,bfs,2,0,0,4,6
f3_hdiff,travel02,bfs,2,1,0,2,6
f3_hdiff,travel02,bfs,2,0,0,4,6
f3_hdiff,travel02,bfs,2,0,0,4,6
f3_hi,travel02,bfs,1,0,0,7,6
f3_hi,travel02,bfs,1,0,0,5,6
f3_hi,travel02,bfs,1,1,0,3,6
f3_hi,travel02,bfs,2,0,0,4,6
f3_hi,travel02,bfs,2,0,0,8,6
f3_hi,travel02,bfs,2,0,0,4,6
f3_hi,travel02,bfs,2,0,0,4,6
f3_hi,travel02,bfs,2,1,0,2,6
f3_hi,travel02,bfs,2,0,0,4,6
f3_hi,travel02,bfs,2,0,0,4,6
f3_hlength,travel02,bfs,1,0,0,7,5
f3_hlength,travel02,bfs,1,0,0,5,5
f3_hlength,travel02,bfs,1,0,0,4,5
f3_hlength,travel02,bfs,2,0,0,6,5
f3_hlength,travel02,bfs,2,0,0,8,5
f3_hlength,travel02,bfs,2,0,0,4,5
f3_hlength,travel02,bfs,2,0,0,4,5
f3_hlength,travel02,bfs,2,0,0,8,5
f3_hlength,travel02,bfs,2,0,0,3,5
f3_hlength,travel02,bfs,2,0,0,4,5
f3_hmax,travel02,bfs,1,1,0,7,11
f3_hmax,travel02,bfs,1,1,0,5,11
f3_hmax,travel02,bfs,1,1,0,9,11
f3_hmax,travel02,bfs,2,1,0,4,11
f3_hmax,travel02,bfs,2,1,0,6,11
f3_hmax,travel02,bfs,2,1,0,4,11
f3_hmax,travel02,bfs,2,1,0,4,11
f3_hmax,travel02,bfs,2,1,0,4,11
f3_hmax,travel02,bfs,2,0,0,9,11
f3_hmax,travel02,bfs,2,1,0,5,11
f3_hnba,travel02,bfs,1,0,0,5,6
f3_hnba,travel02,bfs,1,0,0,5,6
f3_hnba,travel02,bfs,1,0,0,8,6
f3_hnba,travel02,bfs,2,0,0,4,6
f3_hnba,travel02,bfs,2,0,0,6,6
f3_hnba,travel02,bfs,2,0,0,4,6
f3_hnba,travel02,bfs,2,0,0,4,6
f3_hnba,travel02,bfs,2,1,0,2,6
f3_hnba,travel02,bfs,2,0,0,4,6
f3_hnba,travel02,bfs,2,0,0,4,6
f6_hg,travel02,bfs,1,1,0,5,10
f6_hg,travel02,bfs,1,1,0,5,10
f6_hg,travel02,bfs,1,1,0,3,10
f6_hg,travel02,bfs,2,1,0,6,10
f6_hg,travel02,bfs,2,1,0,6,10
f6_hg,travel02,bfs,2,1,0,4,10
f6_hg,travel02,bfs,2,0,0,8,10
f6_hg,travel02,bfs,2,1,0,2,10
f6_hg,travel02,bfs,2,1,0,4,10
f6_hg,travel02,bfs,2,1,0,4,10
f6_hi,travel02,bfs,1,0,0,11,10
f6_hi,travel02,bfs,1,1,0,5,10
f6_hi,travel02,bfs,1,0,0,9,10
f6_hi,travel02,bfs,2,1,0,6,10
f6_hi,travel02,bfs,2,0,0,8,10
f6_hi,travel02,bfs,2,1,0,4,10
f6_hi,travel02,bfs,2,0,0,8,10
f6_hi,travel02,bfs,2,0,0,8,10
f6_hi,travel02,bfs,2,0,0,9,10
f6_hi,travel02,bfs,2,0,0,8,10
f6_hlength,travel02,bfs,1,1,0,5,10
f6_hlength,travel02,bfs,1,1,0,5,10
f6_hlength,travel02,bfs,1,1,0,3,10
f6_hlength,travel02,bfs,2,1,0,6,10
f6_hlength,travel02,bfs,2,1,0,6,10
f6_hlength,travel02,bfs,2,1,0,4,10
f6_hlength,travel02,bfs,2,0,0,8,10
f6_hlength,travel02,bfs,2,1,0,2,10
f6_hlength,travel02,bfs,2,0,0,10,10
f6_hlength,travel02,bfs,2,1,0,6,10
f6_hnba,travel02,bfs,1,0,0,5,6
f6_hnba,travel02,bfs,1,0,0,5,6
f6_hnba,travel02,bfs,1,0,0,9,6
f6_hnba,travel02,bfs,2,0,0,4,6
f6_hnba,travel02,bfs,2,0,0,6,6
f6_hnba,travel02,bfs,2,0,0,4,6
f6_hnba,travel02,bfs,2,0,0,8,6
f6_hnba,travel02,bfs,2,1,0,2,6
f6_hnba,travel02,bfs,2,0,0,6,6
f6_hnba,travel02,bfs,2,0,0,4,6
